date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,dataset_percentage,run_time_seconds
2/16/2026 21:46,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1848,40,520000,Homogeneous,0.4,14.48531537
2/16/2026 21:46,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},2046,40,520000,Homogeneous,0.4,15.68467803
2/16/2026 21:47,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1850,40,520000,Homogeneous,0.4,14.87108459
2/16/2026 21:58,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},72174,40,520000,NOT Homogeneous,0.4,677.2252111
2/16/2026 11:39,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},,40,520000,TIMEOUT,0.4,3600.269209
2/16/2026 12:39,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},,40,520000,TIMEOUT,0.4,3600.26153
2/16/2026 22:58,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},,40,520000,TIMEOUT,0.4,3600.2897
2/16/2026 14:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},,40,520000,TIMEOUT,0.4,3600.314431
2/16/2026 23:58,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},,40,520000,TIMEOUT,0.4,3600.249145
2/16/2026 16:39,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},,40,520000,TIMEOUT,0.4,3600.275533
2/17/2026 0:42,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},330930,40,520000,NOT Homogeneous,0.4,2652.687281
2/17/2026 1:42,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},,40,520000,TIMEOUT,0.4,3600.261815
2/17/2026 2:42,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},,40,520000,TIMEOUT,0.4,3600.286878
2/17/2026 2:42,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1818,50,520000,Homogeneous,0.5,15.78540294
2/17/2026 2:43,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1843,50,520000,Homogeneous,0.5,15.79955698
2/17/2026 2:43,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2032,50,520000,Homogeneous,0.5,17.06981928
2/17/2026 2:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2087,50,520000,Homogeneous,0.5,10.22090802
2/17/2026 2:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1955,50,520000,Homogeneous,0.5,9.488047646
2/17/2026 2:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2084,50,520000,Homogeneous,0.5,9.946564436
2/17/2026 2:44,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1367,50,520000,Homogeneous,0.5,6.763700407
2/17/2026 2:44,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1446,50,520000,Homogeneous,0.5,7.082870148
2/17/2026 2:44,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1352,50,520000,Homogeneous,0.5,6.790283844
2/17/2026 2:44,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2340,50,520000,Homogeneous,0.5,10.70161242
2/17/2026 2:44,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2191,50,520000,Homogeneous,0.5,10.19917517
2/17/2026 2:44,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2249,50,520000,Homogeneous,0.5,10.23819312
2/17/2026 2:44,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},832,50,520000,Homogeneous,0.5,5.429864502
2/17/2026 2:44,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},865,50,520000,Homogeneous,0.5,5.52510871
2/17/2026 2:45,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},724,50,520000,Homogeneous,0.5,5.156869071
2/17/2026 2:45,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2274,50,520000,Homogeneous,0.5,15.79381929
2/17/2026 2:45,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2148,50,520000,Homogeneous,0.5,15.50362059
2/17/2026 2:45,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2086,50,520000,Homogeneous,0.5,14.91991522
2/17/2026 2:46,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1983,50,520000,Homogeneous,0.5,10.29219322
2/17/2026 2:46,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1878,50,520000,Homogeneous,0.5,9.993292192
2/17/2026 2:46,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1848,50,520000,Homogeneous,0.5,10.15880412
2/17/2026 2:46,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1634,50,520000,Homogeneous,0.5,13.56305025
2/17/2026 2:46,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1704,50,520000,Homogeneous,0.5,13.95825868
2/17/2026 2:47,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1634,50,520000,Homogeneous,0.5,13.58153984
2/17/2026 2:47,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2023,50,520000,Homogeneous,0.5,16.16347117
2/17/2026 2:47,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1924,50,520000,Homogeneous,0.5,15.61955427
2/17/2026 2:47,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1943,50,520000,Homogeneous,0.5,16.0018725
2/17/2026 2:48,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1648,50,520000,Homogeneous,0.5,14.12567106
2/17/2026 2:48,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1876,50,520000,Homogeneous,0.5,15.78064775
2/17/2026 2:48,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1644,50,520000,Homogeneous,0.5,14.26184793
2/17/2026 2:51,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},7168,50,520000,NOT Homogeneous,0.5,175.5387515
2/16/2026 11:39,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},,50,520000,TIMEOUT,0.5,3600.269209
2/16/2026 12:39,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},,50,520000,TIMEOUT,0.5,3600.26153
2/17/2026 3:51,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},,50,520000,TIMEOUT,0.5,3600.263074
2/16/2026 14:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},,50,520000,TIMEOUT,0.5,3600.314431
2/17/2026 4:51,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},,50,520000,TIMEOUT,0.5,3600.251768
2/16/2026 16:39,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},,50,520000,TIMEOUT,0.5,3600.275533
2/17/2026 5:51,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},,50,520000,TIMEOUT,0.5,3600.251315
2/17/2026 6:51,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},,50,520000,TIMEOUT,0.5,3600.261485
2/17/2026 7:51,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},,50,520000,TIMEOUT,0.5,3600.281716
2/17/2026 7:51,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1821,60,520000,Homogeneous,0.6,16.31753316
2/17/2026 7:52,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1746,60,520000,Homogeneous,0.6,15.54113527
2/17/2026 7:52,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1748,60,520000,Homogeneous,0.6,16.85554318
2/17/2026 7:52,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2184,60,520000,Homogeneous,0.6,11.15163409
2/17/2026 7:52,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2232,60,520000,Homogeneous,0.6,11.63167479
2/17/2026 7:52,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2240,60,520000,Homogeneous,0.6,11.53277593
2/17/2026 7:53,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1758,60,520000,Homogeneous,0.6,8.307653926
2/17/2026 7:53,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1705,60,520000,Homogeneous,0.6,8.280571938
2/17/2026 7:53,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1667,60,520000,Homogeneous,0.6,8.320592923
2/17/2026 7:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2300,60,520000,Homogeneous,0.6,11.52398493
2/17/2026 7:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2343,60,520000,Homogeneous,0.6,11.53110314
2/17/2026 7:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2186,60,520000,Homogeneous,0.6,11.21824632
2/17/2026 7:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},963,60,520000,Homogeneous,0.6,6.281909499
2/17/2026 7:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1038,60,520000,Homogeneous,0.6,6.488346493
2/17/2026 7:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},922,60,520000,Homogeneous,0.6,6.170397487
2/17/2026 7:54,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2003,60,520000,Homogeneous,0.6,15.43541287
2/17/2026 7:54,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1925,60,520000,Homogeneous,0.6,14.84484456
2/17/2026 7:54,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1980,60,520000,Homogeneous,0.6,15.324191
2/17/2026 7:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1861,60,520000,Homogeneous,0.6,10.46310778
2/17/2026 7:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1737,60,520000,Homogeneous,0.6,10.05391056
2/17/2026 7:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1815,60,520000,Homogeneous,0.6,10.48309483
2/17/2026 7:55,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1691,60,520000,Homogeneous,0.6,14.66248909
2/17/2026 7:55,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1661,60,520000,Homogeneous,0.6,14.45561487
2/17/2026 7:56,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1737,60,520000,Homogeneous,0.6,14.91623642
2/17/2026 7:56,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1892,60,520000,Homogeneous,0.6,16.10698789
2/17/2026 7:56,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1771,60,520000,Homogeneous,0.6,15.69783857
2/17/2026 7:57,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1853,60,520000,Homogeneous,0.6,17.17850269
2/17/2026 7:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1595,60,520000,Homogeneous,0.6,14.50652302
2/17/2026 7:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1691,60,520000,Homogeneous,0.6,15.31625243
2/17/2026 7:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1837,60,520000,Homogeneous,0.6,16.25863608
2/17/2026 8:12,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},97928,60,520000,NOT Homogeneous,0.6,893.5817846
2/16/2026 11:39,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},,60,520000,TIMEOUT,0.6,3600.269209
2/16/2026 12:39,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},,60,520000,TIMEOUT,0.6,3600.26153
2/17/2026 9:12,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},,60,520000,TIMEOUT,0.6,3600.264046
2/16/2026 14:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},,60,520000,TIMEOUT,0.6,3600.314431
2/17/2026 9:24,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},77106,60,520000,NOT Homogeneous,0.6,721.0287327
2/16/2026 16:39,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},,60,520000,TIMEOUT,0.6,3600.275533
2/17/2026 9:39,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},99130,60,520000,NOT Homogeneous,0.6,883.3461632
2/17/2026 9:46,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},39735,60,520000,NOT Homogeneous,0.6,413.7709868
2/17/2026 10:10,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},176156,60,520000,NOT Homogeneous,0.6,1477.845119
2/16/2026 0:46,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1278,70,100000,NOT Homogeneous,0.7,10.86324691
2/16/2026 0:46,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1588,70,100000,NOT Homogeneous,0.7,15.6098093
2/16/2026 0:46,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},855,70,100000,NOT Homogeneous,0.7,7.394688616
2/16/2026 0:46,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},135,70,100000,NOT Homogeneous,0.7,1.910428304
2/16/2026 0:46,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},660,70,100000,NOT Homogeneous,0.7,4.232298156
2/16/2026 0:46,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},254,70,100000,NOT Homogeneous,0.7,2.247960033
2/16/2026 0:46,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1,70,100000,NOT Homogeneous,0.7,0.870335747
2/16/2026 0:46,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},156,70,100000,NOT Homogeneous,0.7,1.422535297
2/16/2026 0:47,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1,70,100000,NOT Homogeneous,0.7,0.867582951
2/16/2026 0:47,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1717,70,100000,Homogeneous,0.7,12.86457366
2/16/2026 0:47,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1643,70,100000,Homogeneous,0.7,12.63204654
2/16/2026 0:47,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1646,70,100000,Homogeneous,0.7,12.30602884
2/16/2026 0:47,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},218,70,100000,NOT Homogeneous,0.7,1.559866983
2/16/2026 0:47,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},458,70,100000,NOT Homogeneous,0.7,2.414477544
2/16/2026 0:47,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},265,70,100000,NOT Homogeneous,0.7,1.625445724
2/16/2026 0:47,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},597,70,100000,NOT Homogeneous,0.7,5.353933377
2/16/2026 0:47,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},283,70,100000,NOT Homogeneous,0.7,2.975835016
2/16/2026 0:47,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},144,70,100000,NOT Homogeneous,0.7,1.971326245
2/16/2026 0:47,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},319,70,100000,NOT Homogeneous,0.7,2.292070333
2/16/2026 0:47,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},263,70,100000,NOT Homogeneous,0.7,2.125796519
2/16/2026 0:48,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},624,70,100000,NOT Homogeneous,0.7,3.797523584
2/16/2026 0:48,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1589,70,100000,Homogeneous,0.7,15.05717821
2/16/2026 0:48,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1415,70,100000,Homogeneous,0.7,13.99335012
2/16/2026 0:48,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1359,70,100000,Homogeneous,0.7,13.57432902
2/16/2026 0:48,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},337,70,100000,NOT Homogeneous,0.7,3.385496737
2/16/2026 0:48,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},97,70,100000,NOT Homogeneous,0.7,1.691351088
2/16/2026 0:48,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},178,70,100000,NOT Homogeneous,0.7,2.259906365
2/16/2026 0:49,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1323,70,100000,Homogeneous,0.7,14.05312422
2/16/2026 0:49,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1548,70,100000,Homogeneous,0.7,15.58192518
2/16/2026 0:49,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1533,70,100000,Homogeneous,0.7,15.65544244
2/16/2026 0:50,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2513,70,100000,NOT Homogeneous,0.7,39.58454587
2/16/2026 0:50,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},,70,100000,TIMEOUT,0.7,3600.257519
2/16/2026 0:52,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},4604,70,100000,NOT Homogeneous,0.7,99.34679973
2/16/2026 0:52,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},918,70,100000,NOT Homogeneous,0.7,24.58240731
2/16/2026 0:44,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},13664,70,100000,TIMEOUT,0.7,3600.257519
2/16/2026 0:44,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},925,70,100000,NOT Homogeneous,0.7,22.53790749
2/16/2026 0:45,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},721,70,100000,TIMEOUT,0.7,3600.237519
2/16/2026 0:45,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1191,70,100000,NOT Homogeneous,0.7,25.20523483
2/16/2026 0:45,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1188,70,100000,NOT Homogeneous,0.7,26.16460681
2/16/2026 0:46,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},48,70,100000,NOT Homogeneous,0.7,19.10789825
2/16/2026 0:21,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1358,80,100000,Homogeneous,0.8,15.88917129
2/16/2026 0:21,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1541,80,100000,Homogeneous,0.8,16.78090389
2/16/2026 0:21,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1435,80,100000,Homogeneous,0.8,16.32852403
2/16/2026 0:21,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1643,80,100000,Homogeneous,0.8,13.97544362
2/16/2026 0:22,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1668,80,100000,Homogeneous,0.8,13.98213071
2/16/2026 0:22,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1579,80,100000,Homogeneous,0.8,13.61293685
2/16/2026 0:22,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1141,80,100000,NOT Homogeneous,0.8,6.507653957
2/16/2026 0:22,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},882,80,100000,NOT Homogeneous,0.8,4.555707127
2/16/2026 0:22,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},192,80,100000,NOT Homogeneous,0.8,1.701575849
2/16/2026 0:22,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1511,80,100000,Homogeneous,0.8,13.30468773
2/16/2026 0:22,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1511,80,100000,Homogeneous,0.8,13.20723158
2/16/2026 0:23,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1505,80,100000,Homogeneous,0.8,12.99507015
2/16/2026 0:23,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1108,80,100000,Homogeneous,0.8,8.438062372
2/16/2026 0:23,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1056,80,100000,Homogeneous,0.8,8.36072774
2/16/2026 0:23,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1141,80,100000,Homogeneous,0.8,8.589255113
2/16/2026 0:23,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1416,80,100000,Homogeneous,0.8,15.23936022
2/16/2026 0:24,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1347,80,100000,Homogeneous,0.8,14.59705016
2/16/2026 0:24,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1461,80,100000,Homogeneous,0.8,15.4397808
2/16/2026 0:24,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1646,80,100000,Homogeneous,0.8,14.08720815
2/16/2026 0:24,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1751,80,100000,Homogeneous,0.8,13.69571114
2/16/2026 0:25,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1747,80,100000,Homogeneous,0.8,13.7276505
2/16/2026 0:25,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1567,80,100000,Homogeneous,0.8,15.59663323
2/16/2026 0:25,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1518,80,100000,Homogeneous,0.8,15.23052494
2/16/2026 0:25,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1545,80,100000,Homogeneous,0.8,15.67761395
2/16/2026 0:25,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1237,80,100000,NOT Homogeneous,0.8,11.81090706
2/16/2026 0:26,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},483,80,100000,NOT Homogeneous,0.8,4.527566595
2/16/2026 0:26,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1203,80,100000,Homogeneous,0.8,13.87249018
2/16/2026 0:26,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1618,80,100000,Homogeneous,0.8,16.71675268
2/16/2026 0:26,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1431,80,100000,Homogeneous,0.8,15.69388154
2/16/2026 0:27,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1180,80,100000,Homogeneous,0.8,14.21730794
