date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,dataset_percentage,run_time_seconds
2026-02-17 13:08:49,FPGrowth,{'Educational attainment': 20},{'Sex': 1},16,20,17500,NOT Homogeneous,0.2,1.5260220672935247
2026-02-17 13:08:51,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},6,20,17500,NOT Homogeneous,0.2,1.6729591991752386
2026-02-17 13:08:53,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.5858327876776457
2026-02-17 13:08:54,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},38,20,17500,NOT Homogeneous,0.2,1.7273098677396774
2026-02-17 13:08:56,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},49,20,17500,NOT Homogeneous,0.2,1.702833129093051
2026-02-17 13:08:58,RW,{'Public health coverage': 2},{'With a disability': 2},32,20,17500,NOT Homogeneous,0.2,1.5424435995519161
2026-02-17 13:08:59,RW,{'Public health coverage': 2},{'With a disability': 2},1,20,17500,NOT Homogeneous,0.2,1.4213675148785114
2026-02-17 13:09:01,RW,{'Public health coverage': 2},{'With a disability': 2},31,20,17500,NOT Homogeneous,0.2,1.5766168478876352
2026-02-17 13:09:02,RW,{'Private health insurance coverage': 2},{'With a disability': 2},37,20,17500,NOT Homogeneous,0.2,1.553931811824441
2026-02-17 13:09:04,RW,{'Private health insurance coverage': 2},{'With a disability': 2},24,20,17500,NOT Homogeneous,0.2,1.7255487833172083
2026-02-17 13:09:06,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.4578295350074768
2026-02-17 13:09:07,RW,{'Educational attainment': 20},{'With a disability': 2},15,20,17500,NOT Homogeneous,0.2,1.3819740768522024
2026-02-17 13:09:09,RW,{'Educational attainment': 20},{'With a disability': 2},21,20,17500,NOT Homogeneous,0.2,1.5325475931167603
2026-02-17 13:09:10,RW,{'Educational attainment': 20},{'With a disability': 2},145,20,17500,NOT Homogeneous,0.2,1.9223302453756332
2026-02-17 13:09:12,RW,{'Educational attainment': 21},{'With a disability': 2},16,20,17500,NOT Homogeneous,0.2,1.530997421592474
2026-02-17 13:09:14,RW,{'Educational attainment': 21},{'With a disability': 2},69,20,17500,NOT Homogeneous,0.2,1.6953085418790579
2026-02-17 13:09:15,RW,{'Educational attainment': 21},{'With a disability': 2},16,20,17500,NOT Homogeneous,0.2,1.5550868064165115
2026-02-17 13:09:17,RW,{'Educational attainment': 22},{'With a disability': 2},17,20,17500,NOT Homogeneous,0.2,1.3798737898468971
2026-02-17 13:09:18,RW,{'Educational attainment': 22},{'With a disability': 2},44,20,17500,NOT Homogeneous,0.2,1.6002916153520346
2026-02-17 13:09:20,RW,{'Educational attainment': 22},{'With a disability': 2},17,20,17500,NOT Homogeneous,0.2,1.5315544810146093
2026-02-17 13:09:22,RW,{'Educational attainment': 20},{'Sex': 2},350,20,17500,NOT Homogeneous,0.2,2.483153123408556
2026-02-17 13:09:27,RW,{'Educational attainment': 20},{'Sex': 2},793,20,17500,NOT Homogeneous,0.2,4.411733992397785
2026-02-17 13:09:30,RW,{'Educational attainment': 20},{'Sex': 2},603,20,17500,NOT Homogeneous,0.2,3.387373259291053
2026-02-17 13:09:32,RW,{'Educational attainment': 21},{'Sex': 1},81,20,17500,NOT Homogeneous,0.2,1.2637064009904861
2026-02-17 13:09:33,RW,{'Educational attainment': 21},{'Sex': 1},64,20,17500,NOT Homogeneous,0.2,1.1783212777227163
2026-02-17 13:09:34,RW,{'Educational attainment': 21},{'Sex': 1},135,20,17500,NOT Homogeneous,0.2,1.627212505787611
2026-02-17 13:09:36,RW,{'Educational attainment': 20},{'Sex': 1},84,20,17500,NOT Homogeneous,0.2,1.4668003991246223
2026-02-17 13:09:37,RW,{'Educational attainment': 20},{'Sex': 1},39,20,17500,NOT Homogeneous,0.2,1.0545397028326988
2026-02-17 13:09:39,RW,{'Educational attainment': 20},{'Sex': 1},164,20,17500,NOT Homogeneous,0.2,1.677092643454671
2026-02-17 13:09:40,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,20,17500,NOT Homogeneous,0.2,1.1679368074983358
2026-02-17 13:09:42,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},132,20,17500,NOT Homogeneous,0.2,1.6997342444956303
2026-02-17 13:09:43,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},15,20,17500,NOT Homogeneous,0.2,1.1699153818190098
2026-02-17 13:09:45,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},11,20,17500,NOT Homogeneous,0.2,2.5905075687915087
2026-02-17 13:09:48,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},21,20,17500,NOT Homogeneous,0.2,2.7890232410281897
2026-02-17 13:09:51,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},1,20,17500,NOT Homogeneous,0.2,2.5044993199408054
2026-02-17 13:09:53,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},13,20,17500,NOT Homogeneous,0.2,2.0279714819043875
2026-02-17 13:09:55,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},1,20,17500,NOT Homogeneous,0.2,1.7891957312822342
2026-02-17 13:09:57,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},31,20,17500,NOT Homogeneous,0.2,2.02712869271636
2026-02-17 13:10:06,FPGrowth,{'Educational attainment': 20},{'Sex': 2},918,20,17500,NOT Homogeneous,0.2,9.431168163195252
2026-02-17 13:10:07,FPGrowth,{'Educational attainment': 21},{'Sex': 1},3,20,17500,NOT Homogeneous,0.2,1.2269881591200829
2026-02-17 13:10:09,FPGrowth,{'Educational attainment': 20},{'Sex': 1},15,20,17500,NOT Homogeneous,0.2,1.3712176531553268
2026-02-17 13:10:11,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},2,20,17500,NOT Homogeneous,0.2,1.7051550764590502
2026-02-17 13:10:13,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},28,30,17500,NOT Homogeneous,0.3,2.1987370550632477
2026-02-17 13:10:15,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},27,30,17500,NOT Homogeneous,0.3,2.2691117264330387
2026-02-17 13:10:17,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},36,30,17500,NOT Homogeneous,0.3,2.0315398052334785
2026-02-17 13:10:19,RW,{'Public health coverage': 2},{'With a disability': 2},1,30,17500,NOT Homogeneous,0.3,1.850830877199769
2026-02-17 13:10:21,RW,{'Public health coverage': 2},{'With a disability': 2},25,30,17500,NOT Homogeneous,0.3,1.8644661270081997
2026-02-17 13:10:23,RW,{'Public health coverage': 2},{'With a disability': 2},25,30,17500,NOT Homogeneous,0.3,2.14687080681324
2026-02-17 13:10:26,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,2.0947443060576916
2026-02-17 13:10:27,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,1.9138421397656202
2026-02-17 13:10:29,RW,{'Private health insurance coverage': 2},{'With a disability': 2},16,30,17500,NOT Homogeneous,0.3,1.8659148681908846
2026-02-17 13:10:32,RW,{'Educational attainment': 20},{'With a disability': 2},69,30,17500,NOT Homogeneous,0.3,2.1860871221870184
2026-02-17 13:10:35,RW,{'Educational attainment': 20},{'With a disability': 2},310,30,17500,NOT Homogeneous,0.3,3.569780170917511
2026-02-17 13:10:41,RW,{'Educational attainment': 20},{'With a disability': 2},750,30,17500,NOT Homogeneous,0.3,5.60101019218564
2026-02-17 13:10:45,RW,{'Educational attainment': 21},{'With a disability': 2},404,30,17500,NOT Homogeneous,0.3,3.8759957123547792
2026-02-17 13:10:47,RW,{'Educational attainment': 21},{'With a disability': 2},107,30,17500,NOT Homogeneous,0.3,2.3130235821008682
2026-02-17 13:10:51,RW,{'Educational attainment': 21},{'With a disability': 2},352,30,17500,NOT Homogeneous,0.3,3.686291655525565
2026-02-17 13:10:53,RW,{'Educational attainment': 22},{'With a disability': 2},39,30,17500,NOT Homogeneous,0.3,1.980505082756281
2026-02-17 13:10:55,RW,{'Educational attainment': 22},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,1.7742391228675842
2026-02-17 13:10:57,RW,{'Educational attainment': 22},{'With a disability': 2},30,30,17500,NOT Homogeneous,0.3,1.9618023671209812
2026-02-17 13:11:08,RW,{'Educational attainment': 20},{'Sex': 2},1543,30,17500,Homogeneous,0.3,11.664336970075965
2026-02-17 13:11:20,RW,{'Educational attainment': 20},{'Sex': 2},1507,30,17500,Homogeneous,0.3,11.735139269381762
2026-02-17 13:11:31,RW,{'Educational attainment': 20},{'Sex': 2},1437,30,17500,Homogeneous,0.3,10.987676473334432
2026-02-17 13:11:34,RW,{'Educational attainment': 21},{'Sex': 1},328,30,17500,NOT Homogeneous,0.3,2.6029240638017654
2026-02-17 13:11:36,RW,{'Educational attainment': 21},{'Sex': 1},157,30,17500,NOT Homogeneous,0.3,1.9051810540258884
2026-02-17 13:11:38,RW,{'Educational attainment': 21},{'Sex': 1},378,30,17500,NOT Homogeneous,0.3,2.863807301968336
2026-02-17 13:11:40,RW,{'Educational attainment': 20},{'Sex': 1},59,30,17500,NOT Homogeneous,0.3,1.4749043211340904
2026-02-17 13:11:41,RW,{'Educational attainment': 20},{'Sex': 1},37,30,17500,NOT Homogeneous,0.3,1.3644079118967056
2026-02-17 13:11:43,RW,{'Educational attainment': 20},{'Sex': 1},45,30,17500,NOT Homogeneous,0.3,1.3920462615787983
2026-02-17 13:11:44,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},30,30,17500,NOT Homogeneous,0.3,1.4291477054357529
2026-02-17 13:11:45,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.3269401472061872
2026-02-17 13:11:47,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.3361316602677107
2026-02-17 13:11:50,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},23,30,17500,NOT Homogeneous,0.3,3.389921061694622
2026-02-17 13:11:54,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,3.193276885896921
2026-02-17 13:11:57,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},7,30,17500,NOT Homogeneous,0.3,3.2644277047365904
2026-02-17 13:12:00,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},77,30,17500,NOT Homogeneous,0.3,3.049863738939166
2026-02-17 13:12:03,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},8,30,17500,NOT Homogeneous,0.3,2.485583433881402
2026-02-17 13:12:05,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},13,30,17500,NOT Homogeneous,0.3,2.6868598349392414
2026-02-17 13:12:59,FPGrowth,{'Educational attainment': 20},{'Sex': 2},6388,30,17500,Homogeneous,0.3,53.81799699179828
2026-02-17 13:13:01,FPGrowth,{'Educational attainment': 21},{'Sex': 1},2,30,17500,NOT Homogeneous,0.3,1.6123028825968504
2026-02-17 13:13:03,FPGrowth,{'Educational attainment': 20},{'Sex': 1},42,30,17500,NOT Homogeneous,0.3,1.9051515609025955
2026-02-17 13:13:05,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},4,30,17500,NOT Homogeneous,0.3,2.262250505387783
2026-02-17 13:13:08,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},85,30,17500,NOT Homogeneous,0.3,2.4881089348345995
2026-02-17 13:13:10,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},109,30,17500,NOT Homogeneous,0.3,2.570542210713029
2026-02-17 13:13:13,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},34,30,17500,NOT Homogeneous,0.3,2.3444893192499876
2026-02-17 13:13:15,RW,{'Public health coverage': 2},{'With a disability': 2},17,30,17500,NOT Homogeneous,0.3,1.9157429616898298
2026-02-17 13:13:17,RW,{'Public health coverage': 2},{'With a disability': 2},1,30,17500,NOT Homogeneous,0.3,1.9339042659848928
2026-02-17 13:13:19,RW,{'Public health coverage': 2},{'With a disability': 2},49,30,17500,NOT Homogeneous,0.3,2.164999833330512
2026-02-17 13:13:21,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,1.9225937277078629
2026-02-17 13:13:23,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,1.9168824553489685
2026-02-17 13:13:25,RW,{'Private health insurance coverage': 2},{'With a disability': 2},21,30,17500,NOT Homogeneous,0.3,2.189150208607316
2026-02-17 13:13:29,RW,{'Educational attainment': 20},{'With a disability': 2},587,30,17500,NOT Homogeneous,0.3,4.592286674305797
2026-02-17 13:13:33,RW,{'Educational attainment': 20},{'With a disability': 2},334,30,17500,NOT Homogeneous,0.3,3.5472594667226076
2026-02-17 13:13:37,RW,{'Educational attainment': 20},{'With a disability': 2},415,30,17500,NOT Homogeneous,0.3,4.080076474696398
2026-02-17 13:13:40,RW,{'Educational attainment': 21},{'With a disability': 2},213,30,17500,NOT Homogeneous,0.3,2.7885356079787016
2026-02-17 13:13:42,RW,{'Educational attainment': 21},{'With a disability': 2},64,30,17500,NOT Homogeneous,0.3,2.326755089685321
2026-02-17 13:13:44,RW,{'Educational attainment': 21},{'With a disability': 2},45,30,17500,NOT Homogeneous,0.3,2.041581939905882
2026-02-17 13:13:46,RW,{'Educational attainment': 22},{'With a disability': 2},57,30,17500,NOT Homogeneous,0.3,2.001472920179367
2026-02-17 13:13:48,RW,{'Educational attainment': 22},{'With a disability': 2},17,30,17500,NOT Homogeneous,0.3,1.913877123966813
2026-02-17 13:13:51,RW,{'Educational attainment': 22},{'With a disability': 2},44,30,17500,NOT Homogeneous,0.3,2.1585976034402847
2026-02-17 13:13:58,RW,{'Educational attainment': 20},{'Sex': 2},1290,30,17500,NOT Homogeneous,0.3,7.263680057600141
2026-02-17 13:14:05,RW,{'Educational attainment': 20},{'Sex': 2},1227,30,17500,NOT Homogeneous,0.3,6.92512721568346
2026-02-17 13:14:10,RW,{'Educational attainment': 20},{'Sex': 2},747,30,17500,NOT Homogeneous,0.3,4.743598377332091
2026-02-17 13:14:11,RW,{'Educational attainment': 21},{'Sex': 1},52,30,17500,NOT Homogeneous,0.3,1.57205855473876
2026-02-17 13:14:13,RW,{'Educational attainment': 21},{'Sex': 1},20,30,17500,NOT Homogeneous,0.3,1.5408568009734154
2026-02-17 13:14:14,RW,{'Educational attainment': 21},{'Sex': 1},89,30,17500,NOT Homogeneous,0.3,1.514763468876481
2026-02-17 13:14:17,RW,{'Educational attainment': 20},{'Sex': 1},367,30,17500,NOT Homogeneous,0.3,2.709147458896041
2026-02-17 13:14:19,RW,{'Educational attainment': 20},{'Sex': 1},272,30,17500,NOT Homogeneous,0.3,2.2614487912505865
2026-02-17 13:14:22,RW,{'Educational attainment': 20},{'Sex': 1},471,30,17500,NOT Homogeneous,0.3,3.138831991702318
2026-02-17 13:14:24,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.6455124132335186
2026-02-17 13:14:26,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},29,30,17500,NOT Homogeneous,0.3,1.488971410319209
2026-02-17 13:14:27,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.4766495637595654
2026-02-17 13:14:30,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},2,30,17500,NOT Homogeneous,0.3,3.286344964057207
2026-02-17 13:14:34,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},26,30,17500,NOT Homogeneous,0.3,3.3884662836790085
2026-02-17 13:14:37,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},13,30,17500,NOT Homogeneous,0.3,3.349512664601207
2026-02-17 13:14:47,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},827,30,17500,NOT Homogeneous,0.3,9.874933594837785
2026-02-17 13:14:50,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},83,30,17500,NOT Homogeneous,0.3,3.128430675715208
2026-02-17 13:14:53,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},4,30,17500,NOT Homogeneous,0.3,2.4549432657659054
2026-02-17 13:14:55,FPGrowth,{'Educational attainment': 20},{'Sex': 2},1,30,17500,NOT Homogeneous,0.3,1.9135125186294317
2026-02-17 13:14:57,FPGrowth,{'Educational attainment': 21},{'Sex': 1},29,30,17500,NOT Homogeneous,0.3,1.7437328267842531
2026-02-17 13:15:00,FPGrowth,{'Educational attainment': 20},{'Sex': 1},164,30,17500,NOT Homogeneous,0.3,2.8255054224282503
2026-02-17 13:15:02,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},23,30,17500,NOT Homogeneous,0.3,2.2796971816569567
2026-02-17 13:15:04,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},14,30,17500,NOT Homogeneous,0.3,2.187268268316984
2026-02-17 13:15:06,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},28,30,17500,NOT Homogeneous,0.3,2.241065200418234
2026-02-17 13:15:08,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},14,30,17500,NOT Homogeneous,0.3,2.0502030793577433
2026-02-17 13:15:11,RW,{'Public health coverage': 2},{'With a disability': 2},44,30,17500,NOT Homogeneous,0.3,2.2396964747458696
2026-02-17 13:15:13,RW,{'Public health coverage': 2},{'With a disability': 2},28,30,17500,NOT Homogeneous,0.3,2.0750561356544495
2026-02-17 13:15:16,RW,{'Public health coverage': 2},{'With a disability': 2},195,30,17500,NOT Homogeneous,0.3,2.9867538567632437
2026-02-17 13:15:18,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,1.9043257720768452
2026-02-17 13:15:20,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,2.161480262875557
2026-02-17 13:15:22,RW,{'Private health insurance coverage': 2},{'With a disability': 2},40,30,17500,NOT Homogeneous,0.3,2.1863896641880274
2026-02-17 13:15:24,RW,{'Educational attainment': 20},{'With a disability': 2},42,30,17500,NOT Homogeneous,0.3,1.9881341308355331
2026-02-17 13:15:27,RW,{'Educational attainment': 20},{'With a disability': 2},133,30,17500,NOT Homogeneous,0.3,2.5381025448441505
2026-02-17 13:15:29,RW,{'Educational attainment': 20},{'With a disability': 2},86,30,17500,NOT Homogeneous,0.3,2.5363488905131817
2026-02-17 13:15:32,RW,{'Educational attainment': 21},{'With a disability': 2},78,30,17500,NOT Homogeneous,0.3,2.3212125953286886
2026-02-17 13:15:34,RW,{'Educational attainment': 21},{'With a disability': 2},135,30,17500,NOT Homogeneous,0.3,2.4489463418722153
2026-02-17 13:15:37,RW,{'Educational attainment': 21},{'With a disability': 2},279,30,17500,NOT Homogeneous,0.3,3.1965138763189316
2026-02-17 13:15:39,RW,{'Educational attainment': 22},{'With a disability': 2},9,30,17500,NOT Homogeneous,0.3,2.010921409353614
2026-02-17 13:15:41,RW,{'Educational attainment': 22},{'With a disability': 2},41,30,17500,NOT Homogeneous,0.3,1.9632298611104488
2026-02-17 13:15:43,RW,{'Educational attainment': 22},{'With a disability': 2},16,30,17500,NOT Homogeneous,0.3,1.7120336405932903
2026-02-17 13:15:49,RW,{'Educational attainment': 20},{'Sex': 2},859,30,17500,NOT Homogeneous,0.3,5.482462489977479
2026-02-17 13:15:55,RW,{'Educational attainment': 20},{'Sex': 2},1070,30,17500,NOT Homogeneous,0.3,6.240425061434507
2026-02-17 13:16:02,RW,{'Educational attainment': 20},{'Sex': 2},1154,30,17500,NOT Homogeneous,0.3,6.620822263881564
2026-02-17 13:16:03,RW,{'Educational attainment': 21},{'Sex': 1},36,30,17500,NOT Homogeneous,0.3,1.3323989808559418
2026-02-17 13:16:07,RW,{'Educational attainment': 21},{'Sex': 1},677,30,17500,NOT Homogeneous,0.3,4.199705267325044
2026-02-17 13:16:08,RW,{'Educational attainment': 21},{'Sex': 1},36,30,17500,NOT Homogeneous,0.3,1.3450622353702784
2026-02-17 13:16:10,RW,{'Educational attainment': 20},{'Sex': 1},39,30,17500,NOT Homogeneous,0.3,1.3558842092752457
2026-02-17 13:16:11,RW,{'Educational attainment': 20},{'Sex': 1},16,30,17500,NOT Homogeneous,0.3,1.2418197747319937
2026-02-17 13:16:13,RW,{'Educational attainment': 20},{'Sex': 1},185,30,17500,NOT Homogeneous,0.3,1.8719323724508286
2026-02-17 13:16:14,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.3118982072919607
2026-02-17 13:16:16,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},14,30,17500,NOT Homogeneous,0.3,1.3589707873761654
2026-02-17 13:16:17,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,30,17500,NOT Homogeneous,0.3,1.400937331840396
2026-02-17 13:16:21,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},33,30,17500,NOT Homogeneous,0.3,3.522551665082574
2026-02-17 13:16:24,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},32,30,17500,NOT Homogeneous,0.3,3.3746659699827433
2026-02-17 13:16:27,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},2,30,17500,NOT Homogeneous,0.3,3.1529263462871313
2026-02-17 13:16:31,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},111,30,17500,NOT Homogeneous,0.3,3.345784477889538
2026-02-17 13:16:33,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},4,30,17500,NOT Homogeneous,0.3,2.526665972545743
2026-02-17 13:16:36,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},7,30,17500,NOT Homogeneous,0.3,2.506307292729616
2026-02-17 13:17:18,FPGrowth,{'Educational attainment': 20},{'Sex': 2},4779,30,17500,NOT Homogeneous,0.3,41.64517391473055
2026-02-17 13:17:19,FPGrowth,{'Educational attainment': 21},{'Sex': 1},10,30,17500,NOT Homogeneous,0.3,1.557344352826476
2026-02-17 13:17:21,FPGrowth,{'Educational attainment': 20},{'Sex': 1},1,30,17500,NOT Homogeneous,0.3,1.484385408461094
2026-02-17 13:17:23,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},2,30,17500,NOT Homogeneous,0.3,2.2466023825109005
2026-02-17 13:17:26,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},15,40,17500,NOT Homogeneous,0.4,2.3845982383936644
2026-02-17 13:17:28,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},11,40,17500,NOT Homogeneous,0.4,2.485154813155532
2026-02-17 13:17:31,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},77,40,17500,NOT Homogeneous,0.4,2.984835423529148
2026-02-17 13:17:34,RW,{'Public health coverage': 2},{'With a disability': 2},13,40,17500,NOT Homogeneous,0.4,2.428284265100956
2026-02-17 13:17:38,RW,{'Public health coverage': 2},{'With a disability': 2},236,40,17500,NOT Homogeneous,0.4,4.032373033463955
2026-02-17 13:17:41,RW,{'Public health coverage': 2},{'With a disability': 2},130,40,17500,NOT Homogeneous,0.4,3.136666590347886
2026-02-17 13:17:43,RW,{'Private health insurance coverage': 2},{'With a disability': 2},14,40,17500,NOT Homogeneous,0.4,2.6771696507930756
2026-02-17 13:17:46,RW,{'Private health insurance coverage': 2},{'With a disability': 2},25,40,17500,NOT Homogeneous,0.4,2.5035525113344193
2026-02-17 13:17:49,RW,{'Private health insurance coverage': 2},{'With a disability': 2},15,40,17500,NOT Homogeneous,0.4,2.6076082326471806
2026-02-17 13:17:52,RW,{'Educational attainment': 20},{'With a disability': 2},184,40,17500,NOT Homogeneous,0.4,3.440235245972872
2026-02-17 13:17:55,RW,{'Educational attainment': 20},{'With a disability': 2},119,40,17500,NOT Homogeneous,0.4,3.1310421377420425
2026-02-17 13:17:58,RW,{'Educational attainment': 20},{'With a disability': 2},24,40,17500,NOT Homogeneous,0.4,2.681658308953047
2026-02-17 13:18:01,RW,{'Educational attainment': 21},{'With a disability': 2},164,40,17500,NOT Homogeneous,0.4,3.2460432052612305
2026-02-17 13:18:05,RW,{'Educational attainment': 21},{'With a disability': 2},152,40,17500,NOT Homogeneous,0.4,3.2232238352298737
2026-02-17 13:18:08,RW,{'Educational attainment': 21},{'With a disability': 2},198,40,17500,NOT Homogeneous,0.4,3.5619916319847107
2026-02-17 13:18:11,RW,{'Educational attainment': 22},{'With a disability': 2},54,40,17500,NOT Homogeneous,0.4,2.640891680493951
2026-02-17 13:18:13,RW,{'Educational attainment': 22},{'With a disability': 2},17,40,17500,NOT Homogeneous,0.4,2.403621658682823
2026-02-17 13:18:16,RW,{'Educational attainment': 22},{'With a disability': 2},43,40,17500,NOT Homogeneous,0.4,2.6129594538360834
2026-02-17 13:18:19,RW,{'Educational attainment': 20},{'Sex': 2},360,40,17500,NOT Homogeneous,0.4,3.4373638443648815
2026-02-17 13:18:28,RW,{'Educational attainment': 20},{'Sex': 2},1212,40,17500,NOT Homogeneous,0.4,8.300998605787754
2026-02-17 13:18:35,RW,{'Educational attainment': 20},{'Sex': 2},1146,40,17500,NOT Homogeneous,0.4,7.552723499014974
2026-02-17 13:18:38,RW,{'Educational attainment': 21},{'Sex': 1},157,40,17500,NOT Homogeneous,0.4,2.6578341387212276
2026-02-17 13:18:40,RW,{'Educational attainment': 21},{'Sex': 1},17,40,17500,NOT Homogeneous,0.4,1.6848444808274508
2026-02-17 13:18:42,RW,{'Educational attainment': 21},{'Sex': 1},100,40,17500,NOT Homogeneous,0.4,2.0162259563803673
2026-02-17 13:18:44,RW,{'Educational attainment': 20},{'Sex': 1},331,40,17500,NOT Homogeneous,0.4,2.764510314911604
2026-02-17 13:18:47,RW,{'Educational attainment': 20},{'Sex': 1},158,40,17500,NOT Homogeneous,0.4,2.1922358833253384
2026-02-17 13:18:50,RW,{'Educational attainment': 20},{'Sex': 1},459,40,17500,NOT Homogeneous,0.4,3.8462024219334126
2026-02-17 13:18:53,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},40,40,17500,NOT Homogeneous,0.4,1.9904363919049501
2026-02-17 13:18:54,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.8488985989242792
2026-02-17 13:18:56,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},23,40,17500,NOT Homogeneous,0.4,1.6957150846719742
2026-02-17 13:19:00,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},7,40,17500,NOT Homogeneous,0.4,3.9438583683222532
2026-02-17 13:19:04,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},14,40,17500,NOT Homogeneous,0.4,4.256574805825949
2026-02-17 13:19:09,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},23,40,17500,NOT Homogeneous,0.4,4.588934125378728
2026-02-17 13:19:14,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},177,40,17500,NOT Homogeneous,0.4,4.857314506545663
2026-02-17 13:19:19,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},158,40,17500,NOT Homogeneous,0.4,4.8239275477826595
2026-02-17 13:19:23,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},1,40,17500,NOT Homogeneous,0.4,3.5800376404076815
2026-02-17 13:19:28,FPGrowth,{'Educational attainment': 20},{'Sex': 2},299,40,17500,NOT Homogeneous,0.4,4.9430594984442
