date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,num_attributes,run_time_seconds
2026-02-16 02:50:48,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1483,100,520000.0,Homogeneous,6,9.523303791880608
2026-02-16 02:50:55,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},713,100,520000.0,Homogeneous,6,6.745130585506558
2026-02-16 02:51:10,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},2377,100,520000.0,Homogeneous,6,14.612366834655404
2026-02-16 02:51:23,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2013,100,520000.0,Homogeneous,6,12.56131917051971
2026-02-16 02:51:40,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},2836,100,520000.0,Homogeneous,6,17.33309624530375
2026-02-16 02:51:46,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},586,100,520000.0,Homogeneous,8,5.665628790855408
2026-02-16 02:51:51,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},604,100,520000.0,Homogeneous,8,5.781429748982191
2026-02-16 02:51:57,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},624,100,520000.0,Homogeneous,8,5.767845079302788
2026-02-16 02:52:04,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1042,100,520000.0,Homogeneous,8,6.309489704668522
2026-02-16 02:52:10,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},996,100,520000.0,Homogeneous,8,6.0764871425926685
2026-02-16 02:52:16,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1038,100,520000.0,Homogeneous,8,6.358941068872809
2026-02-16 02:52:21,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},950,100,520000.0,Homogeneous,8,5.142459554597735
2026-02-16 02:52:26,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},951,100,520000.0,Homogeneous,8,5.171354908496141
2026-02-16 02:52:32,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},982,100,520000.0,Homogeneous,8,5.444841055199504
2026-02-16 02:52:36,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},680,100,520000.0,Homogeneous,8,4.404642103239894
2026-02-16 02:52:41,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},637,100,520000.0,Homogeneous,8,4.194282561540604
2026-02-16 02:52:45,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},612,100,520000.0,Homogeneous,8,4.138872625306249
2026-02-16 02:52:49,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},722,100,520000.0,Homogeneous,8,4.011796161532402
2026-02-16 02:52:53,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},762,100,520000.0,Homogeneous,8,3.9828296042978764
2026-02-16 02:52:57,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},731,100,520000.0,Homogeneous,8,3.9686582535505295
2026-02-16 02:53:04,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},752,100,520000.0,Homogeneous,8,7.297742603346705
2026-02-16 02:53:11,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},735,100,520000.0,Homogeneous,8,7.2038432117551565
2026-02-16 02:53:19,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},816,100,520000.0,Homogeneous,8,7.54251573048532
2026-02-16 02:53:25,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},869,100,520000.0,Homogeneous,8,6.044160967692733
2026-02-16 02:53:31,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},887,100,520000.0,Homogeneous,8,5.926102519035339
2026-02-16 02:53:37,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},895,100,520000.0,Homogeneous,8,6.078901320695877
2026-02-16 02:53:43,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},539,100,520000.0,Homogeneous,8,5.640065722167492
2026-02-16 02:53:48,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},526,100,520000.0,Homogeneous,8,5.551629468798637
2026-02-16 02:53:54,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},542,100,520000.0,Homogeneous,8,5.581207353621721
2026-02-16 02:53:59,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},595,100,520000.0,Homogeneous,8,5.542762655764818
2026-02-16 02:54:05,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},616,100,520000.0,Homogeneous,8,5.7877810169011354
2026-02-16 02:54:10,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},557,100,520000.0,Homogeneous,8,5.30168660916388
2026-02-16 02:54:16,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},561,100,520000.0,Homogeneous,8,5.130922801792622
2026-02-16 02:54:21,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},576,100,520000.0,Homogeneous,8,5.1782713532447815
2026-02-16 02:54:26,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},622,100,520000.0,Homogeneous,8,5.497627656906843
2026-02-16 02:55:47,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},12422,100,520000.0,Homogeneous,8,80.36702105589211
2026-02-16 02:56:37,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},5325,100,520000.0,Homogeneous,8,49.764737887308
2026-02-16 02:57:11,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},3136,100,520000.0,Homogeneous,8,34.146672865375876
2026-02-16 02:57:53,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},5257,100,520000.0,Homogeneous,8,41.74089569784701
2026-02-16 02:58:22,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1546,100,520000.0,Homogeneous,8,29.487284243106842
2026-02-16 02:59:25,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},9501,100,520000.0,Homogeneous,8,62.66269816271961
2026-02-16 02:59:59,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},2983,100,520000.0,Homogeneous,8,33.662700148299336
2026-02-16 03:01:07,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},10638,100,520000.0,Homogeneous,8,68.73519536852837
2026-02-16 03:02:09,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},9438,100,520000.0,Homogeneous,8,61.548800306394696
2026-02-16 03:03:16,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},10168,100,520000.0,Homogeneous,8,67.2058841586113
2026-02-16 03:03:24,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},770,100,520000.0,Homogeneous,10,7.6414949633181095
2026-02-16 03:03:32,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},743,100,520000.0,Homogeneous,10,7.6321732718497515
2026-02-16 03:03:39,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},744,100,520000.0,Homogeneous,10,7.484235038980842
2026-02-16 03:03:45,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1056,100,520000.0,Homogeneous,10,6.155368151143193
2026-02-16 03:03:52,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1068,100,520000.0,Homogeneous,10,6.352249698713422
2026-02-16 03:03:58,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1077,100,520000.0,Homogeneous,10,6.314333209767938
2026-02-16 03:04:04,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1093,100,520000.0,Homogeneous,10,5.8378135450184345
2026-02-16 03:04:10,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1170,100,520000.0,Homogeneous,10,5.931838825345039
2026-02-16 03:04:16,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1129,100,520000.0,Homogeneous,10,5.8966817781329155
2026-02-16 03:04:23,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1093,100,520000.0,Homogeneous,10,7.454391967505217
2026-02-16 03:04:31,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1243,100,520000.0,Homogeneous,10,7.690769754350185
2026-02-16 03:04:39,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1156,100,520000.0,Homogeneous,10,7.658310405910015
2026-02-16 03:04:45,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},780,100,520000.0,Homogeneous,10,5.974264906719327
2026-02-16 03:04:51,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},717,100,520000.0,Homogeneous,10,5.956687459722161
2026-02-16 03:04:57,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},850,100,520000.0,Homogeneous,10,6.194057885557413
2026-02-16 03:05:07,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1021,100,520000.0,Homogeneous,10,9.759183157235384
2026-02-16 03:05:16,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},933,100,520000.0,Homogeneous,10,9.393506772816181
2026-02-16 03:05:26,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},983,100,520000.0,Homogeneous,10,9.512750148773193
2026-02-16 03:05:32,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},961,100,520000.0,Homogeneous,10,6.122130431234837
2026-02-16 03:05:38,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1012,100,520000.0,Homogeneous,10,6.189172929152846
2026-02-16 03:05:44,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},967,100,520000.0,Homogeneous,10,6.06748329475522
2026-02-16 03:05:51,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},836,100,520000.0,Homogeneous,10,7.013481782749295
2026-02-16 03:05:58,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},773,100,520000.0,Homogeneous,10,6.4974877424538136
2026-02-16 03:06:04,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},787,100,520000.0,Homogeneous,10,6.605854036286473
2026-02-16 03:06:13,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},881,100,520000.0,Homogeneous,10,8.939852319657803
2026-02-16 03:06:23,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},935,100,520000.0,Homogeneous,10,9.197873217985034
2026-02-16 03:06:31,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},917,100,520000.0,Homogeneous,10,8.893920382484794
2026-02-16 03:06:39,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},757,100,520000.0,Homogeneous,10,7.5980337001383305
2026-02-16 03:06:47,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},801,100,520000.0,Homogeneous,10,7.870580026879907
2026-02-16 03:06:55,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},810,100,520000.0,Homogeneous,10,7.973897939547896
2026-02-16 03:13:40,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},59285,100,520000.0,Homogeneous,10,405.40061615779996
2026-02-16 03:17:51,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},25553,100,520000.0,Homogeneous,10,250.78178352490067
2026-02-16 03:20:24,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},10555,100,520000.0,Homogeneous,10,152.93526596948504
2026-02-16 03:23:41,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},19011,100,520000.0,Homogeneous,10,196.79915046319366
2026-02-16 03:25:31,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2884,100,520000.0,Homogeneous,10,110.06457206979394
2026-02-16 03:29:54,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},39456,100,520000.0,Homogeneous,10,263.1028486639261
2026-02-16 03:32:53,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},13712,100,520000.0,Homogeneous,10,178.76631971262395
2026-02-16 03:37:56,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},45031,100,520000.0,Homogeneous,10,302.5400060787797
2026-02-16 03:43:04,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},46629,100,520000.0,Homogeneous,10,307.9265158176422
2026-02-16 03:49:18,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},53703,100,520000.0,Homogeneous,10,373.7654559146613
2026-02-16 03:49:29,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1123,100,520000.0,Homogeneous,12,11.153643080964684
2026-02-16 03:49:41,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1196,100,520000.0,Homogeneous,12,11.836381331086159
2026-02-16 03:49:53,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1177,100,520000.0,Homogeneous,12,11.692207489162683
2026-02-16 03:49:55,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},509,100,520000.0,NOT Homogeneous,12,2.587973330169916
2026-02-16 03:50:00,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1009,100,520000.0,NOT Homogeneous,12,4.579216660931706
2026-02-16 03:50:04,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1017,100,520000.0,NOT Homogeneous,12,4.34795449860394
2026-02-16 03:50:13,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1508,100,520000.0,Homogeneous,12,8.59796709753573
2026-02-16 03:50:22,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1658,100,520000.0,Homogeneous,12,8.995340079069138
2026-02-16 03:50:31,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1515,100,520000.0,Homogeneous,12,8.666860185563564
2026-02-16 03:50:42,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1867,100,520000.0,Homogeneous,12,11.283112592995167
2026-02-16 03:50:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1907,100,520000.0,Homogeneous,12,11.5088159609586
2026-02-16 03:51:04,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1767,100,520000.0,Homogeneous,12,10.692621832713485
2026-02-16 03:51:10,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},960,100,520000.0,Homogeneous,12,5.853135084733367
2026-02-16 03:51:16,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},914,100,520000.0,Homogeneous,12,5.612626880407333
2026-02-16 03:51:22,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1034,100,520000.0,Homogeneous,12,5.975758887827396
2026-02-16 03:51:31,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1090,100,520000.0,Homogeneous,12,9.611070366576314
2026-02-16 03:51:40,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1000,100,520000.0,Homogeneous,12,9.058086026459932
2026-02-16 03:51:50,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1110,100,520000.0,Homogeneous,12,9.757722795009613
2026-02-16 03:52:00,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1442,100,520000.0,Homogeneous,12,9.395454678684473
2026-02-16 03:52:09,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1504,100,520000.0,Homogeneous,12,9.654208878055215
2026-02-16 03:52:19,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1497,100,520000.0,Homogeneous,12,9.874242777004838
2026-02-16 03:52:29,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1059,100,520000.0,Homogeneous,12,9.46307653002441
2026-02-16 03:52:38,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},940,100,520000.0,Homogeneous,12,8.888922534883022
2026-02-16 03:52:47,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1016,100,520000.0,Homogeneous,12,9.1720512509346
2026-02-16 03:52:58,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1077,100,520000.0,Homogeneous,12,11.579362684860826
2026-02-16 03:53:11,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1280,100,520000.0,Homogeneous,12,13.009324435144663
2026-02-16 03:53:24,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1124,100,520000.0,Homogeneous,12,12.037303844466805
2026-02-16 03:53:36,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1145,100,520000.0,Homogeneous,12,11.917785665020347
2026-02-16 03:53:48,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1302,100,520000.0,Homogeneous,12,12.72642581909895
2026-02-16 03:54:01,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1298,100,520000.0,Homogeneous,12,12.459397252649069
2026-02-16 04:20:20,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},197348,100,520000.0,Homogeneous,12,1578.7976945433766
2026-02-16 04:25:43,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},27695,100,520000.0,NOT Homogeneous,12,323.3233819492161
2026-02-16 04:34:48,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},28824,100,520000.0,Homogeneous,12,544.7364738751203
2026-02-16 04:46:05,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},61263,100,520000.0,Homogeneous,12,676.7254182528704
2026-02-16 04:55:17,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},13748,100,520000.0,Homogeneous,12,552.4965684972703
2026-02-16 05:15:32,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},168238,100,520000.0,Homogeneous,12,1214.664756219834
2026-02-16 05:24:55,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},35798,100,520000.0,Homogeneous,12,562.7246845550835
2026-02-16 05:38:54,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},114273,100,520000.0,NOT Homogeneous,12,838.7337738443166
2026-02-16 06:00:11,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},181299,100,520000.0,Homogeneous,12,1277.350599238649
2026-02-16 06:07:09,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},55413,100,520000.0,NOT Homogeneous,12,417.4865486137569
2026-02-16 06:07:25,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1530,100,520000.0,Homogeneous,14,16.05781241506338
2026-02-16 06:07:41,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1497,100,520000.0,Homogeneous,14,15.94040915556252
2026-02-16 06:07:56,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1467,100,520000.0,Homogeneous,14,15.395194159820676
2026-02-16 06:08:09,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1897,100,520000.0,Homogeneous,14,12.80145838856697
2026-02-16 06:08:22,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},2015,100,520000.0,Homogeneous,14,13.338025117293
2026-02-16 06:08:35,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1935,100,520000.0,Homogeneous,14,13.053907318040729
2026-02-16 06:08:44,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1445,100,520000.0,Homogeneous,14,8.671899506822228
2026-02-16 06:08:53,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1606,100,520000.0,Homogeneous,14,9.002786489203572
2026-02-16 06:09:02,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1415,100,520000.0,Homogeneous,14,8.601433098316193
2026-02-16 06:09:13,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1908,100,520000.0,Homogeneous,14,11.134800927713513
2026-02-16 06:09:25,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2094,100,520000.0,Homogeneous,14,12.270282581448555
2026-02-16 06:09:37,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},2132,100,520000.0,Homogeneous,14,11.77832238189876
2026-02-16 06:09:46,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1398,100,520000.0,Homogeneous,14,9.16828334145248
2026-02-16 06:09:56,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1425,100,520000.0,Homogeneous,14,9.283830009400845
2026-02-16 06:10:05,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1356,100,520000.0,Homogeneous,14,9.156870637089014
2026-02-16 06:10:18,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1481,100,520000.0,Homogeneous,14,13.30290099978447
2026-02-16 06:10:31,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1460,100,520000.0,Homogeneous,14,12.806913379579782
2026-02-16 06:10:44,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1427,100,520000.0,Homogeneous,14,12.964957049116492
2026-02-16 06:10:57,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},2039,100,520000.0,Homogeneous,14,13.2333930619061
2026-02-16 06:11:10,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1984,100,520000.0,Homogeneous,14,13.116267558187246
2026-02-16 06:11:24,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},2000,100,520000.0,Homogeneous,14,13.29176477715373
2026-02-16 06:11:37,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1343,100,520000.0,Homogeneous,14,12.98394208215177
2026-02-16 06:11:50,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1325,100,520000.0,Homogeneous,14,12.9406295157969
2026-02-16 06:12:03,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1383,100,520000.0,Homogeneous,14,13.245196614414454
2026-02-16 06:12:06,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},313,100,520000.0,NOT Homogeneous,14,3.0763106420636177
2026-02-16 06:12:21,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1518,100,520000.0,NOT Homogeneous,14,14.48777206428349
2026-02-16 06:12:30,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1116,100,520000.0,NOT Homogeneous,14,9.580466989427805
2026-02-16 06:12:33,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},177,100,520000.0,NOT Homogeneous,14,2.301093405112624
2026-02-16 06:12:38,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},586,100,520000.0,NOT Homogeneous,14,5.0964921079576015
2026-02-16 06:12:40,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},236,100,520000.0,NOT Homogeneous,14,2.6756602562963963
2026-02-16 06:18:00,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},39231,100,520000.0,NOT Homogeneous,14,319.7611671667546
