condition_attr,condition_val,treatment_attr,treatment_val,coverage_pct,cate_value
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Back-end developer,6.295068161482183,9862.118503784292
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Mobile developer,6.295068161482183,26062.40204987298
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Front-end developer,6.295068161482183,12747.484790935516
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Full-stack developer,6.295068161482183,-17730.91378583849
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Designer,6.295068161482183,-1651.3737024992697
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Embedded applications or devices developer,6.295068161482183,-18936.73099753911
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Engineering manager,6.295068161482183,46193.79727610898
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Data scientist or machine learning specialist,6.295068161482183,18101.652593676383
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Desktop or enterprise applications developer,6.295068161482183,-23243.246228180215
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,"C-suite executive (CEO, CTO, etc.)",6.295068161482183,113401.71886064952
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,QA or test developer,6.295068161482183,-29095.622710137814
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,System administrator,6.295068161482183,104901.64041107339
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Data or business analyst,6.295068161482183,-28876.645380298847
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,DevOps specialist,6.295068161482183,-21637.56625993724
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Educator or academic researcher,6.295068161482183,-23875.723268449787
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Student,6.295068161482183,-77683.63079896432
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Game or graphics developer,6.295068161482183,-29767.52303157853
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Product manager,6.295068161482183,9428.198771011008
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",DevType,Marketing or sales professional,6.295068161482183,-59500.0278295068
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.295068161482183,-10992.515473755213
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,Some college/university study without earning a degree,6.295068161482183,-5713.5331401000185
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.295068161482183,-40398.018554366725
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.295068161482183,6023.772909736908
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,Associate degree,6.295068161482183,-26448.43140604699
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,"Professional degree (JD, MD, etc.)",6.295068161482183,44029.955424682514
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,Primary/elementary school,6.295068161482183,-73834.49936137917
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,"Other doctoral degree (Ph.D, Ed.D., etc.)",6.295068161482183,52817.14615309637
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",FormalEducation,I never completed any formal education,6.295068161482183,5476.662810721184
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"A natural science (ex. biology, chemistry, physics)",6.295068161482183,20650.90130468973
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"Computer science, computer engineering, or software engineering",6.295068161482183,-3518.183257440898
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"Fine arts or performing arts (ex. graphic design, music, studio art)",6.295068161482183,-22324.906923381714
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"A business discipline (ex. accounting, finance, marketing)",6.295068161482183,-17614.772868476495
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"Another engineering discipline (ex. civil, electrical, mechanical)",6.295068161482183,2624.5189698611416
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"Information systems, information technology, or system administration",6.295068161482183,2084.109452705711
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"A social science (ex. anthropology, psychology, political science)",6.295068161482183,-23446.20790342296
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,Web development or web design,6.295068161482183,14052.908222621956
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"A humanities discipline (ex. literature, history, philosophy)",6.295068161482183,28696.99711882899
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,Mathematics or statistics,6.295068161482183,-17406.15852977368
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,"A health science (ex. nursing, pharmacy, radiology)",6.295068161482183,-54760.81894750061
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",UndergradMajor,I never declared a major,6.295068161482183,22292.73919047039
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",Hobby,Yes,6.295068161482183,-3.801825119948371e+19
EducationParents,"Other doctoral degree (Ph.D, Ed.D., etc.)",Hobby,No,6.295068161482183,4.372492683901421e+19
EducationParents,"Professional degree (JD, MD, etc.)",Exercise,Daily or almost every day,4.455497657771462,13787.999987770194
EducationParents,"Professional degree (JD, MD, etc.)",Exercise,1 - 2 times per week,4.455497657771462,-1574.446542403148
EducationParents,"Professional degree (JD, MD, etc.)",Exercise,I don't typically exercise,4.455497657771462,-6842.281887922404
EducationParents,"Professional degree (JD, MD, etc.)",Exercise,3 - 4 times per week,4.455497657771462,8480.18717197841
EducationParents,"Professional degree (JD, MD, etc.)",HoursComputer,5 - 8 hours,4.455497657771462,24023.102671123437
EducationParents,"Professional degree (JD, MD, etc.)",HoursComputer,9 - 12 hours,4.455497657771462,-41174.14156303529
EducationParents,"Professional degree (JD, MD, etc.)",HoursComputer,Over 12 hours,4.455497657771462,-40399.8355432516
EducationParents,"Professional degree (JD, MD, etc.)",HoursComputer,1 - 4 hours,4.455497657771462,2395.1953118310744
EducationParents,"Professional degree (JD, MD, etc.)",HoursComputer,Less than 1 hour,4.455497657771462,-93029.70965577061
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Database administrator,4.455497657771462,15379.587727757222
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Back-end developer,4.455497657771462,16084.028001026858
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Mobile developer,4.455497657771462,-4058.5446406231804
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Front-end developer,4.455497657771462,12964.047825994823
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Full-stack developer,4.455497657771462,-4747.311613730252
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Designer,4.455497657771462,65932.80724718407
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Embedded applications or devices developer,4.455497657771462,-3146.445963661337
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Engineering manager,4.455497657771462,72039.625447728
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Data scientist or machine learning specialist,4.455497657771462,-48973.12249619373
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Desktop or enterprise applications developer,4.455497657771462,-42863.40995708892
EducationParents,"Professional degree (JD, MD, etc.)",DevType,"C-suite executive (CEO, CTO, etc.)",4.455497657771462,243790.6346570544
EducationParents,"Professional degree (JD, MD, etc.)",DevType,QA or test developer,4.455497657771462,-115574.05112965163
EducationParents,"Professional degree (JD, MD, etc.)",DevType,System administrator,4.455497657771462,-24026.418837345853
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Data or business analyst,4.455497657771462,1448.0125858272822
EducationParents,"Professional degree (JD, MD, etc.)",DevType,DevOps specialist,4.455497657771462,-47313.35067421121
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Educator or academic researcher,4.455497657771462,-107450.44635082956
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Student,4.455497657771462,-82888.09665007179
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Game or graphics developer,4.455497657771462,-111132.9306125607
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Product manager,4.455497657771462,0.0
EducationParents,"Professional degree (JD, MD, etc.)",DevType,Marketing or sales professional,4.455497657771462,0.0
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.455497657771462,15743.361826938908
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,Some college/university study without earning a degree,4.455497657771462,-8288.463881426038
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.455497657771462,-28717.384067168063
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.455497657771462,-15135.050489934858
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,Associate degree,4.455497657771462,-20753.686697887282
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,"Professional degree (JD, MD, etc.)",4.455497657771462,-1177.6944360323014
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,Primary/elementary school,4.455497657771462,-20856.004035608436
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,"Other doctoral degree (Ph.D, Ed.D., etc.)",4.455497657771462,30845.98840281189
EducationParents,"Professional degree (JD, MD, etc.)",FormalEducation,I never completed any formal education,4.455497657771462,-10196.933539949334
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"A natural science (ex. biology, chemistry, physics)",4.455497657771462,-12733.238889773784
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"Computer science, computer engineering, or software engineering",4.455497657771462,2929.1533329387844
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"Fine arts or performing arts (ex. graphic design, music, studio art)",4.455497657771462,3013.4081258763836
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"A business discipline (ex. accounting, finance, marketing)",4.455497657771462,31966.05123182017
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"Another engineering discipline (ex. civil, electrical, mechanical)",4.455497657771462,-6429.808158188564
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"Information systems, information technology, or system administration",4.455497657771462,3875.374899787754
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"A social science (ex. anthropology, psychology, political science)",4.455497657771462,-6825.150116902934
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,Web development or web design,4.455497657771462,-28608.97963038132
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"A humanities discipline (ex. literature, history, philosophy)",4.455497657771462,21940.200439787233
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,Mathematics or statistics,4.455497657771462,3780.4135383735356
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,"A health science (ex. nursing, pharmacy, radiology)",4.455497657771462,-64428.30131190524
EducationParents,"Professional degree (JD, MD, etc.)",UndergradMajor,I never declared a major,4.455497657771462,-4692.858054098729
EducationParents,"Professional degree (JD, MD, etc.)",Hobby,Yes,4.455497657771462,32783.72206977192
EducationParents,"Professional degree (JD, MD, etc.)",Hobby,No,4.455497657771462,2.2108944072007306e+20
EducationParents,Primary/elementary school,Exercise,Daily or almost every day,4.594978683088584,7595.2956018661625
EducationParents,Primary/elementary school,Exercise,1 - 2 times per week,4.594978683088584,-4804.945613836968
EducationParents,Primary/elementary school,Exercise,I don't typically exercise,4.594978683088584,4576.176054098651
EducationParents,Primary/elementary school,Exercise,3 - 4 times per week,4.594978683088584,-3298.886651504911
EducationParents,Primary/elementary school,HoursComputer,5 - 8 hours,4.594978683088584,18344.00551832012
EducationParents,Primary/elementary school,HoursComputer,9 - 12 hours,4.594978683088584,-6682.069640259138
EducationParents,Primary/elementary school,HoursComputer,Over 12 hours,4.594978683088584,-13068.553611477137
EducationParents,Primary/elementary school,HoursComputer,1 - 4 hours,4.594978683088584,86829.52182458105
EducationParents,Primary/elementary school,HoursComputer,Less than 1 hour,4.594978683088584,-28736.236044036646
EducationParents,Primary/elementary school,DevType,Database administrator,4.594978683088584,-12213.60453680573
EducationParents,Primary/elementary school,DevType,Back-end developer,4.594978683088584,-3259.1786824449905
EducationParents,Primary/elementary school,DevType,Mobile developer,4.594978683088584,-4372.234172725983
EducationParents,Primary/elementary school,DevType,Front-end developer,4.594978683088584,10822.8767161877
EducationParents,Primary/elementary school,DevType,Full-stack developer,4.594978683088584,-17135.04841069793
EducationParents,Primary/elementary school,DevType,Designer,4.594978683088584,20787.97300461393
EducationParents,Primary/elementary school,DevType,Embedded applications or devices developer,4.594978683088584,-40085.74174650126
EducationParents,Primary/elementary school,DevType,Engineering manager,4.594978683088584,122704.09763174313
EducationParents,Primary/elementary school,DevType,Data scientist or machine learning specialist,4.594978683088584,1138.840717903989
EducationParents,Primary/elementary school,DevType,Desktop or enterprise applications developer,4.594978683088584,13250.324242235354
EducationParents,Primary/elementary school,DevType,"C-suite executive (CEO, CTO, etc.)",4.594978683088584,32951.18216790342
EducationParents,Primary/elementary school,DevType,QA or test developer,4.594978683088584,-39617.53944355225
EducationParents,Primary/elementary school,DevType,System administrator,4.594978683088584,-20258.38035480904
EducationParents,Primary/elementary school,DevType,Data or business analyst,4.594978683088584,22955.077860739468
EducationParents,Primary/elementary school,DevType,DevOps specialist,4.594978683088584,-32569.759412171574
EducationParents,Primary/elementary school,DevType,Educator or academic researcher,4.594978683088584,69097.63232025408
EducationParents,Primary/elementary school,DevType,Student,4.594978683088584,2887.635506058174
EducationParents,Primary/elementary school,DevType,Game or graphics developer,4.594978683088584,-21732.191059205223
EducationParents,Primary/elementary school,DevType,Product manager,4.594978683088584,0.0
EducationParents,Primary/elementary school,DevType,Marketing or sales professional,4.594978683088584,79766.79586192747
EducationParents,Primary/elementary school,FormalEducation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.594978683088584,21015.90653727347
EducationParents,Primary/elementary school,FormalEducation,Some college/university study without earning a degree,4.594978683088584,-3889.514976497503
EducationParents,Primary/elementary school,FormalEducation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.594978683088584,-31515.90595266236
EducationParents,Primary/elementary school,FormalEducation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.594978683088584,21651.59800265093
EducationParents,Primary/elementary school,FormalEducation,Associate degree,4.594978683088584,-26393.24279657816
EducationParents,Primary/elementary school,FormalEducation,"Professional degree (JD, MD, etc.)",4.594978683088584,-49543.82274674295
EducationParents,Primary/elementary school,FormalEducation,Primary/elementary school,4.594978683088584,-15659.30010575932
EducationParents,Primary/elementary school,FormalEducation,"Other doctoral degree (Ph.D, Ed.D., etc.)",4.594978683088584,-19708.789485585836
EducationParents,Primary/elementary school,FormalEducation,I never completed any formal education,4.594978683088584,106374.53833287253
EducationParents,Primary/elementary school,UndergradMajor,"A natural science (ex. biology, chemistry, physics)",4.594978683088584,-11066.773970590835
EducationParents,Primary/elementary school,UndergradMajor,"Computer science, computer engineering, or software engineering",4.594978683088584,31166.32280747875
EducationParents,Primary/elementary school,UndergradMajor,"Fine arts or performing arts (ex. graphic design, music, studio art)",4.594978683088584,-52376.88887363656
EducationParents,Primary/elementary school,UndergradMajor,"A business discipline (ex. accounting, finance, marketing)",4.594978683088584,-19117.676597199385
EducationParents,Primary/elementary school,UndergradMajor,"Another engineering discipline (ex. civil, electrical, mechanical)",4.594978683088584,6919.009115034056
EducationParents,Primary/elementary school,UndergradMajor,"Information systems, information technology, or system administration",4.594978683088584,-27177.5291869169
EducationParents,Primary/elementary school,UndergradMajor,"A social science (ex. anthropology, psychology, political science)",4.594978683088584,-42633.9600950785
EducationParents,Primary/elementary school,UndergradMajor,Web development or web design,4.594978683088584,4884.953110633247
EducationParents,Primary/elementary school,UndergradMajor,"A humanities discipline (ex. literature, history, philosophy)",4.594978683088584,45940.126273542715
EducationParents,Primary/elementary school,UndergradMajor,Mathematics or statistics,4.594978683088584,34529.75597409237
EducationParents,Primary/elementary school,UndergradMajor,"A health science (ex. nursing, pharmacy, radiology)",4.594978683088584,-24557.970268572488
EducationParents,Primary/elementary school,UndergradMajor,I never declared a major,4.594978683088584,-16725.582320215188
EducationParents,Primary/elementary school,Hobby,Yes,4.594978683088584,-6.502373516569047e+19
EducationParents,Primary/elementary school,Hobby,No,4.594978683088584,-528122.1596012325
RaceEthnicity,White or of European descent,Exercise,Daily or almost every day,77.62513816516659,13789.140682009169
RaceEthnicity,White or of European descent,Exercise,1 - 2 times per week,77.62513816516659,2123.09758360382
RaceEthnicity,White or of European descent,Exercise,I don't typically exercise,77.62513816516659,-15646.860684493135
RaceEthnicity,White or of European descent,Exercise,3 - 4 times per week,77.62513816516659,27113.431633439886
RaceEthnicity,White or of European descent,HoursComputer,5 - 8 hours,77.62513816516659,-1115.8287649475824
RaceEthnicity,White or of European descent,HoursComputer,9 - 12 hours,77.62513816516659,-157.39471849382073
RaceEthnicity,White or of European descent,HoursComputer,Over 12 hours,77.62513816516659,4676.380088147438
RaceEthnicity,White or of European descent,HoursComputer,1 - 4 hours,77.62513816516659,-16912.60886345031
RaceEthnicity,White or of European descent,HoursComputer,Less than 1 hour,77.62513816516659,-2061.977878026593
RaceEthnicity,White or of European descent,DevType,Database administrator,77.62513816516659,-3364.328770730048
RaceEthnicity,White or of European descent,DevType,Back-end developer,77.62513816516659,6140.219837062776
RaceEthnicity,White or of European descent,DevType,Mobile developer,77.62513816516659,-5455.8770395351885
RaceEthnicity,White or of European descent,DevType,Front-end developer,77.62513816516659,971.9375342815727
RaceEthnicity,White or of European descent,DevType,Full-stack developer,77.62513816516659,-5091.332254606634
RaceEthnicity,White or of European descent,DevType,Designer,77.62513816516659,-10511.35394477888
RaceEthnicity,White or of European descent,DevType,Embedded applications or devices developer,77.62513816516659,202.50150302258453
RaceEthnicity,White or of European descent,DevType,Engineering manager,77.62513816516659,57551.41862421467
RaceEthnicity,White or of European descent,DevType,Data scientist or machine learning specialist,77.62513816516659,-814.665840789256
RaceEthnicity,White or of European descent,DevType,Desktop or enterprise applications developer,77.62513816516659,-10286.638008889306
RaceEthnicity,White or of European descent,DevType,"C-suite executive (CEO, CTO, etc.)",77.62513816516659,46859.23744133949
RaceEthnicity,White or of European descent,DevType,QA or test developer,77.62513816516659,-18340.509623629794
RaceEthnicity,White or of European descent,DevType,System administrator,77.62513816516659,18826.967659641003
RaceEthnicity,White or of European descent,DevType,Data or business analyst,77.62513816516659,-528.841931252065
RaceEthnicity,White or of European descent,DevType,DevOps specialist,77.62513816516659,12182.123797325099
RaceEthnicity,White or of European descent,DevType,Educator or academic researcher,77.62513816516659,-15015.690079630112
RaceEthnicity,White or of European descent,DevType,Student,77.62513816516659,-54741.46198892075
RaceEthnicity,White or of European descent,DevType,Game or graphics developer,77.62513816516659,-5634.701796761284
RaceEthnicity,White or of European descent,DevType,Product manager,77.62513816516659,-33032.94796496776
RaceEthnicity,White or of European descent,DevType,Marketing or sales professional,77.62513816516659,-44975.36714738056
RaceEthnicity,White or of European descent,FormalEducation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",77.62513816516659,9473.003195911297
RaceEthnicity,White or of European descent,FormalEducation,Some college/university study without earning a degree,77.62513816516659,-3826.0835298180327
RaceEthnicity,White or of European descent,FormalEducation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",77.62513816516659,-26933.088275237085
RaceEthnicity,White or of European descent,FormalEducation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",77.62513816516659,10567.432772951872
RaceEthnicity,White or of European descent,FormalEducation,Associate degree,77.62513816516659,-9219.64343349174
RaceEthnicity,White or of European descent,FormalEducation,"Professional degree (JD, MD, etc.)",77.62513816516659,-12092.793653034187
RaceEthnicity,White or of European descent,FormalEducation,Primary/elementary school,77.62513816516659,-24732.19365047872
RaceEthnicity,White or of European descent,FormalEducation,"Other doctoral degree (Ph.D, Ed.D., etc.)",77.62513816516659,10875.606506714399
RaceEthnicity,White or of European descent,FormalEducation,I never completed any formal education,77.62513816516659,30419.33457648249
RaceEthnicity,White or of European descent,UndergradMajor,"A natural science (ex. biology, chemistry, physics)",77.62513816516659,7078.58432722891
RaceEthnicity,White or of European descent,UndergradMajor,"Computer science, computer engineering, or software engineering",77.62513816516659,-2573.556815485752
RaceEthnicity,White or of European descent,UndergradMajor,"Fine arts or performing arts (ex. graphic design, music, studio art)",77.62513816516659,2578.43890940158
RaceEthnicity,White or of European descent,UndergradMajor,"A business discipline (ex. accounting, finance, marketing)",77.62513816516659,2688.6967871703464
RaceEthnicity,White or of European descent,UndergradMajor,"Another engineering discipline (ex. civil, electrical, mechanical)",77.62513816516659,-2495.476810194889
RaceEthnicity,White or of European descent,UndergradMajor,"Information systems, information technology, or system administration",77.62513816516659,777.7500282812466
RaceEthnicity,White or of European descent,UndergradMajor,"A social science (ex. anthropology, psychology, political science)",77.62513816516659,711.2969785929513
RaceEthnicity,White or of European descent,UndergradMajor,Web development or web design,77.62513816516659,-25085.458057276363
RaceEthnicity,White or of European descent,UndergradMajor,"A humanities discipline (ex. literature, history, philosophy)",77.62513816516659,16320.15858640023
RaceEthnicity,White or of European descent,UndergradMajor,Mathematics or statistics,77.62513816516659,4349.506862474702
RaceEthnicity,White or of European descent,UndergradMajor,"A health science (ex. nursing, pharmacy, radiology)",77.62513816516659,-9709.883216317934
RaceEthnicity,White or of European descent,UndergradMajor,I never declared a major,77.62513816516659,4414.9651540870445
RaceEthnicity,White or of European descent,Hobby,Yes,77.62513816516659,2.1720292694677946e+20
RaceEthnicity,White or of European descent,Hobby,No,77.62513816516659,-4.7932923949267046e+20
RaceEthnicity,Hispanic or Latino/Latina,Exercise,Daily or almost every day,4.866045581346387,-31443.305747957424
RaceEthnicity,Hispanic or Latino/Latina,Exercise,1 - 2 times per week,4.866045581346387,9557.947368130399
RaceEthnicity,Hispanic or Latino/Latina,Exercise,I don't typically exercise,4.866045581346387,-15612.312396403506
RaceEthnicity,Hispanic or Latino/Latina,Exercise,3 - 4 times per week,4.866045581346387,32583.660234870356
RaceEthnicity,Hispanic or Latino/Latina,HoursComputer,5 - 8 hours,4.866045581346387,-14021.602623475395
RaceEthnicity,Hispanic or Latino/Latina,HoursComputer,9 - 12 hours,4.866045581346387,8091.776681979879
RaceEthnicity,Hispanic or Latino/Latina,HoursComputer,Over 12 hours,4.866045581346387,-12279.614674496677
RaceEthnicity,Hispanic or Latino/Latina,HoursComputer,1 - 4 hours,4.866045581346387,-2847.043234632843
RaceEthnicity,Hispanic or Latino/Latina,HoursComputer,Less than 1 hour,4.866045581346387,-37505.6378895091
RaceEthnicity,Hispanic or Latino/Latina,DevType,Database administrator,4.866045581346387,145109.6350853205
RaceEthnicity,Hispanic or Latino/Latina,DevType,Back-end developer,4.866045581346387,-9515.998445319381
RaceEthnicity,Hispanic or Latino/Latina,DevType,Mobile developer,4.866045581346387,-6756.199965954067
RaceEthnicity,Hispanic or Latino/Latina,DevType,Front-end developer,4.866045581346387,7615.815465914798
RaceEthnicity,Hispanic or Latino/Latina,DevType,Full-stack developer,4.866045581346387,6806.06037592845
RaceEthnicity,Hispanic or Latino/Latina,DevType,Designer,4.866045581346387,-30127.128423538885
RaceEthnicity,Hispanic or Latino/Latina,DevType,Embedded applications or devices developer,4.866045581346387,10413.851185872769
RaceEthnicity,Hispanic or Latino/Latina,DevType,Engineering manager,4.866045581346387,79668.21748038921
RaceEthnicity,Hispanic or Latino/Latina,DevType,Data scientist or machine learning specialist,4.866045581346387,-13784.364709961794
RaceEthnicity,Hispanic or Latino/Latina,DevType,Desktop or enterprise applications developer,4.866045581346387,-49429.562235411155
RaceEthnicity,Hispanic or Latino/Latina,DevType,"C-suite executive (CEO, CTO, etc.)",4.866045581346387,83481.54666965011
RaceEthnicity,Hispanic or Latino/Latina,DevType,QA or test developer,4.866045581346387,-38564.032575355246
RaceEthnicity,Hispanic or Latino/Latina,DevType,System administrator,4.866045581346387,-59126.161127505475
RaceEthnicity,Hispanic or Latino/Latina,DevType,Data or business analyst,4.866045581346387,30513.317650902613
RaceEthnicity,Hispanic or Latino/Latina,DevType,DevOps specialist,4.866045581346387,-17515.208441405208
RaceEthnicity,Hispanic or Latino/Latina,DevType,Educator or academic researcher,4.866045581346387,-28460.03887651802
RaceEthnicity,Hispanic or Latino/Latina,DevType,Student,4.866045581346387,-59533.67659099463
RaceEthnicity,Hispanic or Latino/Latina,DevType,Game or graphics developer,4.866045581346387,-51152.19601459628
RaceEthnicity,Hispanic or Latino/Latina,DevType,Product manager,4.866045581346387,0.0
RaceEthnicity,Hispanic or Latino/Latina,DevType,Marketing or sales professional,4.866045581346387,23713.556374063897
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.866045581346387,7151.771687917331
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,Some college/university study without earning a degree,4.866045581346387,-15985.686336832428
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.866045581346387,-18734.066515932765
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.866045581346387,1545.8486326616332
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,Associate degree,4.866045581346387,10390.207333682474
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,"Professional degree (JD, MD, etc.)",4.866045581346387,51733.2431465848
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,Primary/elementary school,4.866045581346387,8724.005714471874
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,"Other doctoral degree (Ph.D, Ed.D., etc.)",4.866045581346387,6127.154990580807
RaceEthnicity,Hispanic or Latino/Latina,FormalEducation,I never completed any formal education,4.866045581346387,-69364.49350095002
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"A natural science (ex. biology, chemistry, physics)",4.866045581346387,27004.09184670728
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"Computer science, computer engineering, or software engineering",4.866045581346387,8990.985680458516
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"Fine arts or performing arts (ex. graphic design, music, studio art)",4.866045581346387,-10077.773454243346
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"A business discipline (ex. accounting, finance, marketing)",4.866045581346387,-57527.29242181996
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"Another engineering discipline (ex. civil, electrical, mechanical)",4.866045581346387,32835.23220137429
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"Information systems, information technology, or system administration",4.866045581346387,-12493.511890867652
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"A social science (ex. anthropology, psychology, political science)",4.866045581346387,24997.59021062857
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,Web development or web design,4.866045581346387,-33585.14138673611
RaceEthnicity,Hispanic or Latino/Latina,UndergradMajor,"A humanities discipline (ex. literature, history, philosophy)",4.866045581346387,-36784.76148965474
